userName,score,content,at
Sanjaya birdfarm,1,"Tiap k kpp , pegawei nya cuek dan terkesan mengusir dengan cara suruh daftar online pdhal saya k sana karna dapat rujukan dr surat pemerintah dan memang saya pemula terkait npwp butuh bantuan !!!! Setelah bolak balik skrng buat efin pun d persulit !!!! Lalu bagaimana jika saya terkena denda akibat lalai? Padahal yg mempersulit adalah petugas pajak !!!!!!!!!!!!!",2022-01-19 08:02:15
eko tondo,3,Akan lebih bagus lagi apabila bisa untuk lapor SPT tahunan,2022-01-18 12:47:07
Ipan bin jajang,1,"Aplikasinya tidak membantu. Proses verivikasi sangat lama, masa kalah sama aplikasi pinjol",2022-01-18 05:15:08
sumijan,1,Mungkin aplikasinya lg lelaaaaahhhh.....jd ga bisa digunakan,2022-01-17 13:50:30
agoes mujie,1,Katanya bayar pajak lapor pajak itu mudah... nyatanya juga sulit... gak tau lah mesti ngomong apa..,2022-01-16 23:11:43
belajar game,1,"Aplikasi ampas, udah masukin semua bener masih aja salah",2022-01-16 04:46:04
hendry tanjung,5,Mantaf,2022-01-15 12:31:20
Bestiar Ahmad,5,Alhamdulillah,2022-01-15 06:52:05
Rahman Lubis,1,"Masukkan no token selalu gagal,,,,,ga tau kenapa",2022-01-15 02:27:04
Muhammad Ronal Fahlevi,5,"Semoga, orang Awam seperti saya Makin Mudeng😂",2022-01-14 05:52:29
Sukini Sukini,5,Bagus,2022-01-13 18:51:08
Yeni Susiana,4,Siip keres,2022-01-13 12:19:02
Heince Pua,1,Ribet,2022-01-13 10:00:52
Oppo A31,1,Susah login karna ada otp dikirim ke email... Sementara di email tidak ada terima otp dari mpajak.... Segera benahi...,2022-01-13 09:09:48
Made Hery,1,Ni apk maksudnya gmana sii.. sruh login pke No NPWP tpi kolom nya nggk muat. Yang bner lah klo buat apk. Herannn,2022-01-13 05:28:42
Dimpilx Advance,1,No NPWP udah bener paswword udah bener tetep gak bisa masuk. Tlg di perbaiki,2022-01-13 02:31:39
Dendy Dwi Gandra,1,"Login nya lama bgt, buang buang waktu. Tolong dibenahi.",2022-01-12 15:38:48
Rio Oktavian,1,"Tolong diperbarui dong, saya ga bisa login. Thx",2022-01-12 15:30:45
Rekolanus Roli,1,"Kalo belom bisa menyempurnakan pelayanan via aplikasi seluler, jangan sok buat aplikasi, masa gak bisa masuk katanya nomor NPWP sama password salah, padahal di Website nya sukses terus login nya",2022-01-12 13:42:51
Yogi Purnama,3,"Setelah update ko enggak bisa masuk, sekali masuk kode verifikasi enggak masuk masuk ke email",2022-01-12 09:13:52
samudra ilham,1,"Susah login, susah cara penggunaan Mau bayar aj sulit",2022-01-12 08:10:02
Langau 75,1,Sulit loginnya..,2022-01-12 07:43:22
Firman Ebenezer,1,"Kok ga bisa login yah, padahal NPWP & PASWORD sudah bener semuanya",2022-01-12 03:43:44
Hendrik Nani Bulu,1,Pakai versi lama dan sudah bisa online setelah update versi terbaru malah gak bisa log in..malah di bilang nomor NPWP salah dan pin salah...hadeh bukannya makin bagus malah tambah parah udah gitu lelet lagi...gak seperti versi lama.,2022-01-11 17:23:44
Asrul Nee,1,Ini aplikasi rusak ya?? Langsung uninstall..,2022-01-11 16:32:10
Hendrik Irawan,1,"Capsah salah terus padahal sudah benar ditulisnya. Orang mau buat malah dipersulit dengan capsah"" begitu.",2022-01-11 12:53:36
Jaki Amsir,1,Oh iya saatini masih gak bisa diajses buat daptar via imail ya...,2022-01-11 11:37:45
Buang Daeng,5,I like,2022-01-11 07:10:15
Olic Catur,1,"Gak bisa login, dgn keterangan NPWP atau Kata sandi yang anda masukkan tidak sesuai. Aneh, padahal lewat web bisa login.. dah coba berkali tetap saja gak bisa login..",2022-01-11 06:09:46
Asdi Amini,1,Aplikasi hari ini sedang bermasalah....,2022-01-11 05:11:25
Bimo O,5,Ooke banget,2022-01-11 01:39:09
Fatha arighi,2,Berkali kali nunggu email verifikasi tidak ada. Sedangkan kalo jadi website djp online langsung terkirim,2022-01-10 15:29:40
tobing YT,5,Mantap. Tapi sayang sekali sudah tidak bisa di gunakan. Mungkin dalam masa perbaikan.,2022-01-10 13:32:26
ramli dion,5,bagus dan mantap,2022-01-10 11:29:37
Rosikin bader,1,"Nomor NPWP dan password sudah sesuai, tp ditolak/tidak valid. Ini aplikasi yang buat anak IT dengan status MAGANG kali ya...",2022-01-10 10:09:17
PT UUK,1,Sebaiknya pemerintah lebih memberikan pemantauan merata terhadap karyawan pajak. Terutama area KPP Painan IV JURAI. Karena tidak perah saya temukan pelayanan seperti itu di Jakarta. Benar benar merugikan kami para pengusaha. Kesannya seperti kami yang butuh banget dengan pajak. Sedangkan pajak ini adalah aset utama negara. Saya harap. KPP pusat melakukan tindakan lebih lanjut akan hal ini. Agar karyawan gak seperti NANTANGIN seperti itu. Pelayanan publik di Indonesia bisa edukasi dg baik,2022-01-10 08:55:57
Raden Suryo,5,Mantap,2022-01-10 03:34:26
Martan Toni,1,"lama banget loading masuk nya kata sandi semua udah bener email juga bener, tolong benerin dong saya yg mau bayar pajak kok saya yg ribet,tolong benerin nanti tak kasih bintang 5",2022-01-10 02:54:57
Dani,1,"Kirim kode Verifikasi login ga bisa-bisa, mau bayar gimana??",2022-01-09 23:52:21
Ahmad Syafi I,5,Oke,2022-01-09 12:17:18
Ujang Ubay,4,Trus update biar lebih mantap,2022-01-09 00:52:37
Andri Setia,1,"Gk bisa login giliran bisa nunggu kode verifikasi nympai jenggotan gk datang2, Nyangkut dimana yaaaaa???",2022-01-08 16:53:44
Han's Alamry,1,"Ribet jirrr, kmana2 masuk harus pake EFIN tpi EFIN itu apa gk dijelasin n cara dapetnya pun gk dijelasin... Apk pemerintah ancuuuuuuuurrrrr",2022-01-08 06:16:55
Asep Burhanudin,5,"Gimana nggak keren, urusan Perpajakan sekarang udah bisa Kita lakukan lewat M-Pajak. 😎✊",2022-01-08 05:32:02
nasir muhammad,2,Mau login susah nya selalu salah nmr npwp dan pasword ber ulang2 gimana mau bayar pajak nya Pak aplikasinya gak bisa di akses,2022-01-08 01:56:07
Arifin Ketan Meratus,1,"Sudah beberapa kali meminta kembali kode verifikasi yg dikirim lewat email, smpai sekarang tidak masuk juga pesannya, sdh dicek dispam dan folder lainnya juga tidak ada.",2022-01-08 00:59:25
Nur Rochman,5,👍,2022-01-07 13:46:00
Puji Calla,5,Sangat membantu,2022-01-06 17:32:56
moeliea panee,1,"Ini aplikasi bisa di gunakan gak sih, login di DJP Online web masuk. Dipakai di aplikasi ini malah salah terus katanya. Playstore google tolong ini aplikasi crash di hapus saja dari daftar playstore, nyusahin saja ini.",2022-01-06 09:23:23
asep anleb,3,"Sudah login beberapa kali, tetap saja gak dapet kode Verifikasi yg dikirim via email",2022-01-06 09:07:08
siJi'ih,2,Validasi datanya gimana si?,2022-01-06 07:44:09
Abu Musalim,1,Aplikasi Tidak mempermudah.,2022-01-06 01:13:57
Cost Tatang,1,"Sayang uang pajak dipakai buat aplikasi kaya gini, ga guna Padahal udah masukan no npwp dan password yg bener Tetap saja no npwp atau password salah Admin jawab itu knpa",2022-01-05 14:39:55
gustiar,5,Oke,2022-01-05 09:52:19
Ahmad Yani,5,Bagus,2022-01-05 02:32:12
Agung Triyono,5,Sangat bermanfaat,2022-01-04 14:39:39
sanah FRZ,1,masuk ke menu pas klik profil malah force close Mulu....huft,2022-01-04 11:27:36
Diesta rasyah Pratama,1,"Ribet,ujung2nya harus ke kantor pajak jg.....unistal",2022-01-04 06:53:35
koko pras,3,untuk step 2 pas validasi data gk bisa ya?? Itu knp yaa??,2022-01-04 05:26:50
Teguh Triyono,2,"Ngga bisa login lewat aplikasi padahal udah daftar lewat online di web, udah terverifikasi juga . Gimana coba?",2022-01-04 02:43:14
Christyanto Simanjuntak,1,"Udah masukin no npwp dan password yg benar tetap aja salah. Udah,di ganti mau login lagi tetap aja salah.,aplikasi pemerintah paling kacau. Di korupsi sihh",2022-01-03 03:40:18
YURI KUMAAT,5,Good,2022-01-02 12:39:40
Lukki channel,1,Kode verifikasi g masuk2,2022-01-01 16:43:05
Arya Kelana,5,Ok,2022-01-01 10:01:23
Subagio Sweet,4,Ok,2021-12-31 17:09:43
I Made Admika,1,Jelek,2021-12-31 12:47:57
LOPY HULU SPd,5,"Terimakasih.., semoga kedepan makin meningkat manfaatnya.",2021-12-31 11:42:23
Raja indomora amirilmi siregar,5,mantap,2021-12-31 08:52:24
Eko Setiyawan,5,Aplikasi bagus,2021-12-28 03:10:28
Hendra Lesmana,5,Ok,2021-12-28 02:31:06
Nuzula Rahma,5,Okkk,2021-12-24 16:43:26
ST 1,4,"Bingung😔, kenapa aplikasinya sulit di download yaa",2021-12-24 01:31:47
Darius Nay,5,Bagus,2021-12-23 13:31:54
Suka War,1,"Bug di plihara, plihara kambing, susah amat mau login gak di kirim2 kode Verifikasi nya",2021-12-21 13:57:46
Nur Ulina Sebayang,1,Kenapa saya gak bs login via aplikasi ini sedangkan login di website resmi nya bisa? Selalu salah npwp dan password katanya.,2021-12-20 13:23:12
Alexander Alex,5,Ok. Sayang bikin pusing,2021-12-19 04:18:59
Hima Varita,5,Terimakasih pajak,2021-12-19 00:42:13
Sugih Ugi,5,Ok..,2021-12-18 23:51:43
agus suherman,3,Nunggu kode verifikasi ga msk2 pdh udh dicoba berkali2 tp ga da emai yg msk udh d cek d folder laen ga da jg.....,2021-12-18 09:41:47
Azmia Rafanda,1,"sebenernya membantu,hanya banyak kekurangan,salah satunya login via email,ditunggu2 kodenya ngga nongol2",2021-12-18 07:30:06
adhie gaming,1,"Aplikasi terburuk Bukannya mempermudah malah ujung2 nya harus ke kantor pajak nya langsung Karena di web nya banyak bug seperti: Loading saat Validasi lama... Dan nik tidak ditemukan di dukcapil Padahal saya daftar BPJS/buka rekening online lancar² aja ,ni yang buat situsnya kaya GK niat sumpah",2021-12-17 21:45:48
Anggun Farida Sari,3,Pengembang aplikasi ini gimana ya mau login email verifikasinya kok ngga terkirim terus ya tolong di respon,2021-12-17 05:30:44
Willy Firdaus Fakhri (꧁ϻᴏe꧂),5,꧁ϻᴏe꧂ saya tidak menerima email kode verifikasi untuk login,2021-12-16 18:49:32
arie gunawan,5,Dicoba dulu semoga berhasil,2021-12-15 05:29:14
Raden Rahim Sudrajat,1,"Ga bisa login,, tapi kalau login di browser bisa,, aneh banget..",2021-12-15 04:22:07
Cak Kirun,5,Good,2021-12-14 18:07:29
Midi Juharsah,5,Oke mantap,2021-12-14 09:31:42
SA tv,5,👍,2021-12-14 06:45:03
Salbin Al Kbr,5,bagus,2021-12-14 04:29:08
Syahrul Rohman,3,Kenapa ya stiap saya masuk ke akun ga bs2 apa lg eror..,2021-12-13 14:07:49
emud channel,2,"Mau d registrasi kok,efin nya belum verifikasi trus",2021-12-12 15:29:07
tiazlove23,5,Ok,2021-12-11 14:29:20
riko syamsul,1,Kenapa kok tidak bisa masuk di akun ya,2021-12-11 13:25:00
Magoz Awan,1,"validasi NIK gagal, Kategori WP tidak sesuai. Data Kependudukan jenis kelamin Perempuan dan Status Kawin, namun Kategori Wajib Pajak Orang Pribadi. . Gak jelas",2021-12-10 13:33:36
There`s ONE,1,"Gak pengen update lagi bos? Sekelas developer pemerintah, model beginian aplikasinya? Mau lihat profil aja gak bisa. Blm lgi yg lain.",2021-12-10 09:29:40
Muhammad Ardhiyan,1,"Apk nya engga jelas keluar sendiri mulu padahal pencet profil tiba tiba keluar sendiri ,, apk yang bener bener npwp yang mana plis",2021-12-10 08:11:28
Angel rante,5,"Apk sampah login gabisa, masa di link bisa di apk ini gabisa, jangan download syg kuota apk sampaah!!!",2021-12-10 04:44:54
Hmei7 Hax0r,1,"Maaf ini email baru buat tapi kok katanya sudah pernah mendaftar ?, ke kantor pajak katanya suruh online , aplikasinya aja seperti ini gimana mau online , saat ini bintang 1 dulu karena aplikasinya sangat mempersulit untuk orang awam",2021-12-09 06:53:59
BangNopri,1,Email akvifasi saya kenapa belum dikirim,2021-12-08 06:22:12
Erika Dwi Saputri,3,Oke,2021-12-08 02:33:35
Ady Ryono Kencana Putra,4,Bintang 4 aja dulu... Karena sya masuk lewat WEB bisa masuk lewat aplikasi ini ndk bisa..aneh,2021-12-06 15:49:17
Tatea Bulan,1,"Aplikasi apa ini gak jelas amat... E-KTP terdaftar didukcapil giliran KK bisa gak terdaftar,,!!??padahal kalau kita mau ngurus E-KTP kan harus ada KK ... Baguslah jadi gak perlu lagi aq bayar pajak syukur2 semua pajakku yg lain2 juga digratiskan .. Tq...",2021-12-04 10:56:43
Raden sumarna 1,5,"bintang full karena petugas djp semua sangat ramah & sedikit pun tidak di pungut biaya, terimakasih petugas djp 🙏🙏🙏",2021-12-03 14:06:55
Syaefudin Esye,5,Blm coba,2021-11-30 08:15:00
Ang Rikwanto,4,Semoga kedepan bisa pengisian dan pelaporan spt 1770 dan ppn dalam satu aplikasi ini saja,2021-11-29 08:57:21
Afiat Wirasat,5,Ok,2021-11-27 11:47:30
Arisman Umai,5,Top,2021-11-26 19:03:50
iman kambuno,1,"Inikah aplikasi negara yang amburadul, masa mau ligin aja gak bisa, no npwp dan pswd sdh benar, daftar ulang katanya npwp sdh ada, ubah pswd sudah, terahir minta email aktivasi sudah aktif juga, gitu login lg d aplikasi katanya npwp n pswd salah. Aplikasi apaan ini? Gak guna",2021-11-26 03:39:40
Andhika R.A,4,Kenapa d aplikasi gak bisa login sedangkan d web bisa ya,2021-11-25 07:04:33
Nana Suryana,5,Sangat mudah untuk mndapat kn ebiling,2021-11-24 12:04:38
Al Kary,1,Kenapa saya tidak dapat membuat kode billing ? Pada menu Jenis pajak dan Jenis Setoran tidak dapat di tekan.,2021-11-24 00:10:02
Faried Dwi Chandra,1,Bintang 1 dlu.... usul.... utk di tampilkan menu2 kewajiban kami agar lebih mudah dan lebih taat pajak,2021-11-23 22:46:21
Mustainun Billah,1,Tetep aje ribet.. 😌,2021-11-22 14:33:11
F3 Aprilia,1,"Coba dimudahkan utk mendapatkn e-fin, jd gk mesti harus ke kpp lg,, klw dimudahkan, dijamin dah kita"" nhi rajin byr pajak",2021-11-22 01:24:29
Barra Daviyanrafisky,1,"Gk kongkrit bener tetep ajah harus ke kantor pusat minta si Upin Ipin nya,",2021-11-20 04:29:29
Ijur Mawati,5,Bayar pajak gampang gasssss,2021-11-19 08:32:58
Abdul Saprudin,5,Sangat bagus,2021-11-17 14:00:32
simoer junior,1,"Kirim aja Nomor EFIN lewat email , ngapain ribet harus kekantor pajak .. ampun ampun ada yang simpel masih aja pake yang ribet .",2021-11-17 05:22:43
Anwar,3,"Bagus sudah ada E- billing, cuma keterangan kode bayar buat orang awam masih membingngungkan.musti telepon dulu ke kantor pajak Lebih bagus lagi jika di kasih fitur faktur pajak, bupot PPH dll. Lebih memudahkan kita bayar pajak. Saya mau bayar pajak aja ribet, padahal kita mau kasih duit buat pemerintah, tapi masih aja susah. Gimana mau maju negara ini 🤦",2021-11-17 03:24:45
Eka Yulianto,5,Simple dan bermanfaat,2021-11-16 05:45:14
Atik Nurifajriyah,1,"Mohon bantuannya,,aku mau daftar buat NPWP",2021-11-15 22:47:22
rudy hermawan05,1,ah link pendaftaran gak bisa di akses,2021-11-15 04:55:56
Fariz Huzairi,1,Login gagal. Coba login melalui website bisa. Aplikasi tidak berfungsi,2021-11-15 04:43:47
Sriyanto Hadi S,3,good,2021-11-12 00:54:55
andriansyah btk1,4,Lupa username dan password,2021-11-11 14:52:44
azi ibrahim,5,Biar lancar sy kasih bintang lima aj,2021-11-11 11:54:29
Aris Budiyanto,5,Bagus,2021-11-10 15:43:43
Rovy Sanjani,5,goood,2021-11-10 10:34:10
Arga Duta,4,Perbaiki lagi,2021-11-09 13:50:48
erico senyo,1,"E reg npwp kok minta no npwpnya, ya belum adalah kan baru mau di urus🤦😀",2021-11-09 09:39:05
azrin taufik,5,Ok,2021-11-08 03:46:55
paket kebut cikarang,5,Ok,2021-11-06 12:37:17
mochammad Cholik,4,Nice,2021-11-05 01:27:55
Rian Alfiana,1,"Mau daftar malah di suruh ke browser, validasi data aja 1 jam GK selesai""..era digital gini amat",2021-11-04 06:06:12
Adoy Cikal,1,"Aplikasi macam apa ini loading banget.. trus gk masuk"" mohon d perbaiki",2021-11-03 04:37:01
JuniorBaweleng Baweleng,1,"gak bisa masuk asum buang2 baterai daya 100 persen jadi 60 lgsung mbulet ke google gmail chrome ke djp lagi, ke chrome google web bisa masuk,apk nya sendiri gak bisa, malah dipersulit terus, telek lah",2021-10-31 05:23:13
thootie ira,1,Gak bisa masuk....,2021-10-30 15:27:13
Rangga Gustin,1,Saya sudah sering daftar melalu chrome tapi ga ga bisa terus. Ada apa dengan link djp online?,2021-10-29 04:02:01
hartoyo pae,5,Sangat membantu pengusaha,2021-10-27 11:47:27
Adi,5,Mantap,2021-10-26 00:54:51
Sutanto Saputra,1,"Parah tdk bisa loging padahal npwp dan Password betul kok tdk bisa loging,klw bisa perbaiki dulu permasalahan ini.",2021-10-24 14:02:30
Adang Ifah,1,Login di apk ini .semua serba salah .padahal pasword sudah sesuay Aneh Saya coba login lewat crom masuk bagus . ini akun tipu tipu kaya nya,2021-10-20 02:10:57
lie nie jauw,1,"Parah banget daftar selalu gagal NPWP bener efin bener tapi gagal terus, kalo blum bagus lbh baik di tutup dulu.",2021-10-19 06:16:21
Efran Farizal,5,Agak ribet,2021-10-18 15:37:38
Imam Mukiyin,2,Susah di download,2021-10-14 13:50:42
Melkianus Wolo,5,Sangat baik,2021-10-14 09:12:50
Budi Wantoro,3,"Dear Admin Developer, kenapa nama jalan & dusun di E-NPWP beda dengan NPWP yg didapatkan dari print di KPP Pratama ya?",2021-10-13 16:11:55
Akbar Rizal,1,Kenapa dah. Cuman mau ngecek profil aja tiba2 suka out sendiri,2021-10-12 10:35:56
Andi Nasrul,2,Gagal cetak pdf. Url tidak valid?,2021-10-11 03:07:43
Iman Somantri,5,Bagus mudah,2021-10-04 22:26:57
Zenal Lukman,4,Ok,2021-10-04 17:23:04
Moeh 23,1,"Tiap mau login selalu gagal, Kalau login lewat web selalu berhasil 😣😫",2021-10-03 02:30:08
Alfonsus Petrus Klau,3,Susah bukanya,2021-10-01 13:08:02
risdi Risdi,1,- Lihat info di website pajak mengenai m-pajak. - instal di google play - login sampai 3 x nggak bisa-bisa - baca ulasan disini - uninstal aplikasi,2021-10-01 03:45:52
Hasan A Tandjung,1,"Parah, g bisa login gw, padahal NPWP terdaftar di kpp dan password sudah bener, masi aja salah... Mohon ditingkatkan lagi kualitas aplikasi nya, malu, sekelas aplikasi plat merah malah jelek begini bosss...",2021-09-30 17:59:45
rudy prztyo,1,"Mau login lewat aplikasi enggk bisa, tpi login lewat browser status nya di terima , mau minta token enggk bisa di pencet",2021-09-29 08:52:17
Om Koko,1,EFIN ? gak ada yg lebih muadah lagi?,2021-09-27 18:16:52
Isna Nugraha Putra Saragih,5,Mantap,2021-09-27 12:19:30
Chandra Septian Adi Putra,1,Lambat respon,2021-09-27 11:40:30
Muhaimin (muhaiminSOBOPARAN),5,Baik,2021-09-25 22:16:12
Azzan Sopian,1,Tidak dapat login,2021-09-24 12:56:48
chanel karya baru,5,Tingkatkan lagi perpirma aplikasinya,2021-09-24 04:25:09
salsabila Mutia dewantie,5,Good aplilasi,2021-09-23 07:23:37
Novita Ramadhan,1,"Payah GK bisa login dikantor sudah aktif dan bisa digunakan tapi diaplikasi nya GK bisa apa"" dan login akun NPWP yg terdaftar dikata salah ulangi kembali padahal sudah sesuai yg didaftarkan dikpp",2021-09-22 19:39:01
Fenty Purwati,2,Kenapa gak bisa buka profil kita sendiri ya ? Tiap buka tiba2 keluar app..,2021-09-22 10:38:16
Aby Surya,1,Ini system' gimana sih kok ribet bgt daftar ajh susah malah kena ban . Daftar di Webb nge bug Mulu . Kerja woyyy jgn anggran nya doang gede,2021-09-22 02:27:16
barry setiawan,1,"Mohon di tingkatkan , Untuk daftar NPWP baru masih harus ke Browser,dan Validasi data hanya Loading Berjam jam..",2021-09-21 10:44:23
Iman Udin,5,Cepat dan tepat penggunaan applikasi djp online,2021-09-20 23:26:46
Risky Ani,4,"Sayang banget cuma utk buat e billing saja, utk lapor spt tdk bs",2021-09-20 03:12:00
Fajar Rusadi,4,Mungkin perlu ditingkatkan agar ada menu untuk laporan spt tahunan,2021-09-19 10:36:30
Eka Putra,1,"Masih kurang representative, seharusnya ketentuan/aturan yg muncul disajikan lebih detail jangan cuma judul doang, atau dikasih menu download, mungkin menu update profil dari aplikasi jangan dengan map, sebaiknya ada kolom untuk menuliskan alamat",2021-09-17 16:08:17
Toto Suprianto,5,Kapan pajak d bebaskan,2021-09-17 04:37:42
Nuris Yudha,5,Mantap sangat membantu,2021-09-15 11:50:26
Asmy AQ11,2,"Bisa login lewat web,, giliran d aplikasi NPWP sama sandi gk cocok kata nya 🥴🥴",2021-09-15 07:01:15
Agus Faisol Arif,1,GAGAL LOGIN,2021-09-14 09:43:41
Pengguna Google,4,Gimna cara memberhentikan pajak ini pdahal saya tidak ada mendaftar nya,2021-09-13 10:55:33
Siddiq Winata,1,Aplikasi yg belum siap...!!!,2021-09-13 07:09:15
Muhamad Ikhsan,5,Good,2021-09-11 06:15:32
Reza Iswandi Yoga,3,"Di browser bisa login,kenapa di aplikasi tidak bisa ya?",2021-09-10 10:50:43
Kornelis Yako Yako,1,Kenapa Mau masukan Jenis Pajak dan Masa pajak susah sekali,2021-09-05 11:26:04
MuhamadRafa366 Rafa,5,Ok,2021-09-03 16:30:37
Langit Hujan,1,Susah sekale perpajakan kita epribadeh,2021-09-03 12:25:06
eko budiyono,2,"Sy log-in kok ngak bisa ya, padahal di browser bisa, apakah bisa di bantu",2021-09-03 10:06:22
fakhri bahari,1,"Ini gimana cara loginnya? Saya bisa login melalui website tapi di aplikasi tidak bisa, apa database di aplikasi dan website berbeda?",2021-09-03 09:00:05
Muchammad Fajar,3,"Sudah mempunyai akun dan pengisiannya juga sama, akan tetapi masih salah terus. Mohon bantuannya",2021-09-01 03:20:37
Mas Prana,2,Aplikasi msh blm sempurna. Buat lihat profil tiba2 keluar / menutup sendiri. Tolong di perbaiki.,2021-08-30 03:19:03
Dedi Dhedot,5,Sangat membantu,2021-08-27 02:19:46
Reyes Mbado,5,Bagus sekali,2021-08-22 19:09:32
Risma Imi,1,Cape2 isi data. . Nunggu validasi kelamaan . . . Ajimmmmvapk xa nih,2021-08-19 04:08:04
