content,source,cleaned,t,sentiment_score,sentiment
Internal nya sudah pada lapor pajak dan kekayaan belum?,instagram,internal nya sudah pada lapor pajak dan kekayaan belum,"['internal', 'ya', 'sudah', 'pada', 'lapor', 'pajak', 'dan', 'kekayaan', 'belum']",-28,negative
"Indomie naik dong ya, padahal bukan barang mewah. Tepung dan minyak goreng sbg bahan baku indomie naik pasti harga 8domie jg ikut naik, ah sedihnya harga kangkung dan tempe juga ikut naik, krn petani kudu beli beras dan kebutuhan lain untuk keluarganya yg semakin mahal sehingga harga sayuran juga ikut dinaikan oleh petani, wah jado efek domino yaa. Eh tapi siapa yg perduli pada wong cilik ya",instagram,indomie naik dong ya padahal bukan barang mewah tepung dan minyak goreng sbg bahan baku indomie naik pasti harga domie jg ikut naik ah sedihnya harga kangkung dan tempe juga ikut naik krn petani kudu beli beras dan kebutuhan lain untuk keluarganya yg semakin mahal sehingga harga sayuran juga ikut dinaikan oleh petani wah jado efek domino yaa eh tapi siapa yg perduli pada wong cilik ya,"['indomie', 'naik', 'dong', 'ya', 'padahal', 'bukan', 'barang', 'mewah', 'tepung', 'dan', 'minyak', 'goreng', 'sebagai', 'bahan', 'baku', 'indomie', 'naik', 'pasti', 'harga', '8domie', 'juga', 'ikut', 'naik', 'ah', 'sedihnya', 'harga', 'kangkung', 'dan', 'tempe', 'juga', 'ikut', 'naik', 'karena', 'petani', 'kudu', 'beli', 'beras', 'dan', 'kebutuhan', 'lain', 'untuk', 'keluarganya', 'yang', 'semakin', 'mahal', 'sehingga', 'harga', 'sayuran', 'juga', 'ikut', 'dinaikan', 'oleh', 'petani', 'wah', 'jado', 'efek', 'domino', 'ya', 'eh', 'tapi', 'siapa', 'yang', 'perduli', 'pada', 'wong', 'cilik', 'ya']",-35,negative
"Buset, metode login MFA pun belum ada direspon udah ada aja postingannya, wkwkwkwk.",instagram,buset metode login mfa pun belum ada direspon udah ada aja postingannya wkwkwkwk,"['buset', 'metode', 'login', 'mfa', 'pun', 'belum', 'ada', 'direspon', 'sudah', 'ada', 'saja', 'postingannya', 'wkwkwkwk']",-35,negative
"Biar dikira ppn naik ntar sembako gk kena imbas nya ya, jd posting2 gnian mulu? Dikira dgn sembako bebas ppn, biaya2 lain yg naik gk ngaruh dgn harga sembako? wkwkwk",instagram,biar dikira ppn naik ntar sembako gk kena imbas nya ya jd posting gnian mulu dikira dgn sembako bebas ppn biaya lain yg naik gk ngaruh dgn harga sembako wkwkwk,"['biar', 'dikira', 'ppn', 'naik', 'entar', 'sembako', 'tidak', 'kena', 'imbas', 'ya', 'ya', 'jadi', 'posting2', 'gnian', 'mulu', 'dikira', 'dengan', 'sembako', 'bebas', 'ppn', 'biaya2', 'lain', 'yang', 'naik', 'tidak', 'ngaruh', 'dengan', 'harga', 'sembako', 'wkwkwk']",-86,negative
Tetep aja ikutan naik min walau dibilang bebas ppn,instagram,tetep aja ikutan naik min walau dibilang bebas ppn,"['tetap', 'saja', 'ikutan', 'naik', 'min', 'walau', 'dibilang', 'bebas', 'ppn']",-9,negative
"terus aja gitu bilang ""BEBAS PPN"" emang sembako bisa jadu tanpa biaya2 yang mengandung PPN?",instagram,terus aja gitu bilang bebas ppn emang sembako bisa jadu tanpa biaya yang mengandung ppn,"['terus', 'saja', 'begitu', 'bilang', 'bebas', 'ppn', 'memang', 'sembako', 'bisa', 'jadi', 'tanpa', 'biaya2', 'yang', 'mengandung', 'ppn']",-37,negative
Kembalikan login djp pakai captcha.. Tolong mudahkan pekerjaan kami.. Tagihan numpuk... Ngerjain puluhan billing bisa sampai seharian karena menunggu token yg dikirimkan bos..,instagram,kembalikan login djp pakai captcha tolong mudahkan pekerjaan kami tagihan numpuk ngerjain puluhan billing bisa sampai seharian karena menunggu token yg dikirimkan bos,"['kembalikan', 'login', 'djp', 'pakai', 'captcha', 'tolong', 'mudahkan', 'pekerjaan', 'kami', 'tagihan', 'numpuk', 'ngerjain', 'puluhan', 'billing', 'bisa', 'sampai', 'seharian', 'karena', 'menunggu', 'token', 'yang', 'dikirimkan', 'bos']",-34,negative
"dibebaskan tidak sama dengan tidak terhutang PPN ya.. Kalau dibebaskan tetap ada kewajiban untuk jadi PKP dan buat faktur pajak.. jadi pengusaha2 yang kerja dibidang ini tetap harus PKP kalau omzet > 4,8 M. Kesimpulan: Aturan ruwet tidak mempermudah masyarakat, enak jaman dulu lebih simple tidak ruwet..",instagram,dibebaskan tidak sama dengan tidak terhutang ppn ya kalau dibebaskan tetap ada kewajiban untuk jadi pkp dan buat faktur pajak jadi pengusaha yang kerja dibidang ini tetap harus pkp kalau omzet   m kesimpulan aturan ruwet tidak mempermudah masyarakat enak jaman dulu lebih simple tidak ruwet,"['dibebaskan', 'tidak', 'sama', 'dengan', 'tidak', 'terhutang', 'ppn', 'ya', 'kalau', 'dibebaskan', 'tetap', 'ada', 'kewajiban', 'untuk', 'jadi', 'pkp', 'dan', 'buat', 'faktur', 'pajak', 'jadi', 'pengusaha2', 'yang', 'kerja', 'dibidang', 'ini', 'tetap', 'harus', 'pkp', 'kalau', 'omzet', '48', 'sama', 'kesimpulan', 'aturan', 'ruwet', 'tidak', 'mempermudah', 'masyarakat', 'enak', 'jaman', 'dulu', 'lebih', 'simple', 'tidak', 'ruwet']",-110,negative
Emang dari petani/peternak langsung sampe ke dapur free ongkir?,instagram,emang dari petanipeternak langsung sampe ke dapur free ongkir,"['memang', 'dari', 'petanipeternak', 'langsung', 'sampai', 'ke', 'dapur', 'free', 'ongkir']",-3,negative
"Kak, saya mengalami problem saat membuat npwp, apa bs dibantu?",instagram,kak saya mengalami problem saat membuat npwp apa bs dibantu,"['kak', 'saya', 'mengalami', 'problem', 'saat', 'membuat', 'npwp', 'apa', 'bisa', 'dibantu']",-28,negative
semangat bgt postingnya min wkwk udah gk sabar nagih pajak ya? lumayan tuh 2 emas sama 1 perunggu,instagram,semangat bgt postingnya min wkwk udah gk sabar nagih pajak ya lumayan tuh  emas sama  perunggu,"['semangat', 'banget', 'postingnya', 'min', 'wkwk', 'sudah', 'tidak', 'sabar', 'nagih', 'pajak', 'ya', 'lumayan', 'tuh', '2', 'emas', 'sama', '1', 'perunggu']",-52,negative
Menyala atlet Indonesia!!,instagram,menyala atlet indonesia,"['menyala', 'atlet', 'indonesia']",-2,negative
"Namanya pahlawan, bisa kali ya dibebaskan perpajakannya selama sekian tahun. Berani ga?",instagram,namanya pahlawan bisa kali ya dibebaskan perpajakannya selama sekian tahun berani ga,"['namanya', 'pahlawan', 'bisa', 'kali', 'ya', 'dibebaskan', 'perpajakannya', 'selama', 'sekian', 'tahun', 'berani', 'tidak']",-27,negative
Kena pajak penghasilan nggak mereka?,instagram,kena pajak penghasilan nggak mereka,"['kena', 'pajak', 'penghasilan', 'tidak', 'mereka']",-21,negative
Dipotong pajak ga ka ? Edukasi publik dong,instagram,dipotong pajak ga ka  edukasi publik dong,"['dipotong', 'pajak', 'tidak', 'kak', 'edukasi', 'publik', 'dong']",-18,negative
dipajaki gak emas nya ?,instagram,dipajaki gak emas nya,"['dipajaki', 'tidak', 'emas', 'ya']",-18,negative
Kok ga ada foto pejabat,instagram,kok ga ada foto pejabat,"['kok', 'tidak', 'ada', 'foto', 'pejabat']",-21,negative
Semoga hadiahnya ga kena pajak ya min,instagram,semoga hadiahnya ga kena pajak ya min,"['semoga', 'hadiahnya', 'tidak', 'kena', 'pajak', 'ya', 'min']",-30,negative
Min tolong udah stress bgtdjpnya pliss mau byr ini gak mau uang ta?,instagram,min tolong udah stress bgtdjpnya pliss mau byr ini gak mau uang ta,"['min', 'tolong', 'sudah', 'stres', 'bgtdjpnya', 'pliss', 'mau', 'byr', 'ini', 'tidak', 'mau', 'uang', 'ta']",-38,negative
"Coretax lemot banget min  perasaan sampe duhur lancar² aja...ini abis duhur lemot banget, lagi ada perbaikan kah?",instagram,coretax lemot banget min  perasaan sampe duhur lancar ajaini abis duhur lemot banget lagi ada perbaikan kah,"['coretax', 'lemot', 'banget', 'min', 'perasaan', 'sampai', 'duhur', 'lancar', 'ajaini', 'habis', 'duhur', 'lemot', 'banget', 'lagi', 'ada', 'perbaikan', 'kah']",-40,negative
"Sekelas KPP aja tidak bisa membantu, butuh 5hri kerja, saya nunggu udah 2minggu ga kelar2.!! Ini sistem yg menghabiskan anggaran LEBIH DARI 1,3T ?",instagram,sekelas kpp aja tidak bisa membantu butuh hri kerja saya nunggu udah minggu ga kelar ini sistem yg menghabiskan anggaran lebih dari t,"['sekelas', 'kpp', 'saja', 'tidak', 'bisa', 'membantu', 'butuh', '5hri', 'kerja', 'saya', 'menunggu', 'sudah', '2minggu', 'tidak', 'kelar2', 'ini', 'sistem', 'yang', 'menghabiskan', 'anggaran', 'lebih', 'dari', '13t']",-76,negative
"Yaelah masa iya coretax nyangkut diakun sebelumnya sih, sakit tengkuk leher kena coretax sama djpol waahahaha hahah",instagram,yaelah masa iya coretax nyangkut diakun sebelumnya sih sakit tengkuk leher kena coretax sama djpol waahahaha hahah,"['yaelah', 'masa', 'iya', 'coretax', 'nyangkut', 'diakun', 'sebelumnya', 'sih', 'sakit', 'tengkuk', 'leher', 'kena', 'coretax', 'sama', 'djpol', 'waahahaha', 'hahah']",-17,negative
DJP Online Down kah ? Mohon informasinya,instagram,djp online down kah  mohon informasinya,"['djp', 'online', 'down', 'kah', 'mohon', 'informasinya']",-9,negative
Sekarang ga bisa impor maupun upload,instagram,sekarang ga bisa impor maupun upload,"['sekarang', 'tidak', 'bisa', 'impor', 'maupun', 'upload']",-18,negative
MIN EFIN SAYA MANA??? DARI TGL 17 JANUARI GA DI KIRIM?,instagram,min efin saya mana dari tgl  januari ga di kirim,"['min', 'efin', 'saya', 'mana', 'dari', 'tanggal', '17', 'januari', 'tidak', 'di', 'kirim']",-26,negative
"Mau biat ssp, kok sinpang siur, Ada yg bilang buat ebupot dulu, ada yg bilang bayar mandiri..",instagram,mau biat ssp kok sinpang siur ada yg bilang buat ebupot dulu ada yg bilang bayar mandiri,"['mau', 'biat', 'ssp', 'kok', 'sinpang', 'siur', 'ada', 'yang', 'bilang', 'buat', 'ebupot', 'dulu', 'ada', 'yang', 'bilang', 'bayar', 'mandiri']",-31,negative
Cape banget djp harus verif email,instagram,cape banget djp harus verif email,"['capek', 'banget', 'djp', 'harus', 'verif', 'email']",-9,negative
DJP Online Pak/Bu tolong dibenahi tidak bisa dibuka mana mau buat kode billing PPN Masa Des lagi,instagram,djp online pakbu tolong dibenahi tidak bisa dibuka mana mau buat kode billing ppn masa des lagi,"['djp', 'online', 'pakbu', 'tolong', 'dibenahi', 'tidak', 'bisa', 'dibuka', 'mana', 'mau', 'buat', 'kode', 'billing', 'ppn', 'masa', 'des', 'lagi']",-35,negative
"Mohon info bapak / ibu, yang kena pph21 itu gaji berapa ya.?",instagram,mohon info bapak  ibu yang kena pph itu gaji berapa ya,"['mohon', 'info', 'bapak', 'ibu', 'yang', 'kena', 'pph21', 'itu', 'gaji', 'berapa', 'ya']",-24,negative
Coretax ini ada via telpon???,instagram,coretax ini ada via telpon,"['coretax', 'ini', 'ada', 'via', 'telpon']",-12,negative
Adakah disini yang msih pake efaktur dekstop untuk pkp tertentu?,instagram,adakah disini yang msih pake efaktur dekstop untuk pkp tertentu,"['adakah', 'disini', 'yang', 'masih', 'pakai', 'efaktur', 'dekstop', 'untuk', 'pkp', 'tertentu']",-14,negative
"@ditjenpajakri BERAPA KODE SATUAN ""KARTON"" TOLONG DIJAWAB... DAN UPDATE DATABASE TEMPLATE KALIAN...",instagram,ditjenpajakri berapa kode satuan karton tolong dijawab dan update database template kalian,"['ditjenpajakri', 'berapa', 'kode', 'satuan', 'karton', 'tolong', 'dijawab', 'dan', 'update', 'database', 'template', 'kalian']",-14,negative
"Mohon penjelasan min, kenapa permohonan EFIN harus langsung datang ke Kantornya, ?? Padahal pernah ada layanan EFIN melalui email, dan itu sangat memudahkan, apalagi yang sangat jauh dari kantor pajak, karena kantor pajaknya hanya daa dikota-kota besar. Mohon penjelasan @ditjenpajakri",instagram,mohon penjelasan min kenapa permohonan efin harus langsung datang ke kantornya  padahal pernah ada layanan efin melalui email dan itu sangat memudahkan apalagi yang sangat jauh dari kantor pajak karena kantor pajaknya hanya daa dikotakota besar mohon penjelasan ditjenpajakri,"['mohon', 'penjelasan', 'min', 'kenapa', 'permohonan', 'efin', 'harus', 'langsung', 'datang', 'ke', 'kantornya', 'padahal', 'pernah', 'ada', 'layanan', 'efin', 'melalui', 'email', 'dan', 'itu', 'sangat', 'memudahkan', 'apalagi', 'yang', 'sangat', 'jauh', 'dari', 'kantor', 'pajak', 'karena', 'kantor', 'pajaknya', 'hanya', 'daa', 'dikotakota', 'besar', 'mohon', 'penjelasan', 'ditjenpajakri']",-43,negative
Y,instagram,y,['ya'],-9,negative
Kok keren keren banget. Semoga bisa diadakan dan diperbanyak untuk jadi doorprize inklusi,instagram,kok keren keren banget semoga bisa diadakan dan diperbanyak untuk jadi doorprize inklusi,"['kok', 'keren', 'keren', 'banget', 'semoga', 'bisa', 'diadakan', 'dan', 'diperbanyak', 'untuk', 'jadi', 'doorprize', 'inklusi']",-11,negative
kalau mau lihat karya karya mereka bisa dimana ya?,instagram,kalau mau lihat karya karya mereka bisa dimana ya,"['kalau', 'mau', 'lihat', 'karya', 'karya', 'mereka', 'bisa', 'dimana', 'ya']",-11,negative
congratsss @d____iaa,instagram,congratsss diaa,"['congratsss', 'dia']",-3,negative
Woooow... kakak km juara. Selamat ya,instagram,woooow kakak km juara selamat ya,"['woooow', 'kakak', 'kamu', 'juara', 'selamat', 'ya']",-4,negative
@veganov kaaa selamat yaa,instagram,veganov kaaa selamat yaa,"['veganov', 'kak', 'selamat', 'ya']",-4,negative
Apa buku digitalnya bisa diakses oleh masyarakat umum?,instagram,apa buku digitalnya bisa diakses oleh masyarakat umum,"['apa', 'buku', 'digitalnya', 'bisa', 'diakses', 'oleh', 'masyarakat', 'umum']",-20,negative
selamaattt @d____iaa @iatannn_ @abiyadivaa_,instagram,selamaattt diaa iatannn abiyadivaa,"['selamaattt', 'dia', 'iatannn', 'abiyadivaa']",-3,negative
Ingpokan pengumuman pemenang nya kpn min,instagram,ingpokan pengumuman pemenang nya kpn min,"['ingpokan', 'pengumuman', 'pemenang', 'ya', 'kapan', 'min']",-9,negative
ini pengumuman kapan?,instagram,ini pengumuman kapan,"['ini', 'pengumuman', 'kapan']",-12,negative
Bapak/ibu apakah jadi hari ini pengumumannya?,instagram,bapakibu apakah jadi hari ini pengumumannya,"['bapakibu', 'apakah', 'jadi', 'hari', 'ini', 'pengumumannya']",-11,negative
Pengumuman jam brapa min ?,instagram,pengumuman jam brapa min,"['pengumuman', 'jam', 'berapa', 'min']",-3,negative
"Selamat pagi ... Bapak/Ibu Admin, apakah pengumuman jadi hari ini?",instagram,selamat pagi  bapakibu admin apakah pengumuman jadi hari ini,"['selamat', 'pagi', 'bapakibu', 'admin', 'apakah', 'pengumuman', 'jadi', 'hari', 'ini']",-12,negative
"Hallo @ditjenpajakri yes sudah kirim, semoga mendapatkan kemenangan",instagram,hallo ditjenpajakri yes sudah kirim semoga mendapatkan kemenangan,"['halo', 'ditjenpajakri', 'yes', 'sudah', 'kirim', 'semoga', 'mendapatkan', 'kemenangan']",-3,negative
diperpanjang nggak min,instagram,diperpanjang nggak min,"['diperpanjang', 'tidak', 'min']",-9,negative
Baru tau. Moga diperpanjang,instagram,baru tau moga diperpanjang,"['baru', 'tau', 'moga', 'diperpanjang']",-3,negative
Apakah sudah ditutup asli nunggu info soal ini lama bgt,instagram,apakah sudah ditutup asli nunggu info soal ini lama bgt,"['apakah', 'sudah', 'ditutup', 'asli', 'menunggu', 'info', 'soal', 'ini', 'lama', 'banget']",-47,negative
Kak @ditjenpajakri izin bertanya apakah benar lomba ini diperpanjang menjadi 31 juli?,instagram,kak ditjenpajakri izin bertanya apakah benar lomba ini diperpanjang menjadi  juli,"['kak', 'ditjenpajakri', 'izin', 'bertanya', 'apakah', 'benar', 'lomba', 'ini', 'diperpanjang', 'menjadi', '31', 'juli']",-20,negative
"Min sy udah kirim & publish nya via blog, tapi ternyata artikel sy di publish di media kumparan. Apakah bisa kirim kembali?",instagram,min sy udah kirim  publish nya via blog tapi ternyata artikel sy di publish di media kumparan apakah bisa kirim kembali,"['min', 'saya', 'sudah', 'kirim', 'publish', 'ya', 'via', 'blog', 'tapi', 'ternyata', 'artikel', 'saya', 'di', 'publish', 'di', 'media', 'kumparan', 'apakah', 'bisa', 'kirim', 'kembali']",-60,negative
Halo @ditjenpajakri saya sudah kirim/berpartisipasi atas nama Muhammad Hidayatullah,instagram,halo ditjenpajakri saya sudah kirimberpartisipasi atas nama muhammad hidayatullah,"['halo', 'ditjenpajakri', 'saya', 'sudah', 'kirimberpartisipasi', 'atas', 'nama', 'muhammad', 'hidayatullah']",-15,negative
@ditjenpajakri linknya tidak bisa diakses min,instagram,ditjenpajakri linknya tidak bisa diakses min,"['ditjenpajakri', 'linknya', 'tidak', 'bisa', 'diakses', 'min']",-27,negative
Ini surveynya di lingkup karyawan pajak ya gaes,instagram,ini surveynya di lingkup karyawan pajak ya gaes,"['ini', 'surveynya', 'di', 'lingkup', 'karyawan', 'pajak', 'ya', 'gaes']",-38,negative
Pajak atau RAMPOK??!!,instagram,pajak atau rampok,"['pajak', 'atau', 'rampok']",-14,negative
Min smenjak update efaktur 4.0 kok gbsa save pdf ya?,instagram,min smenjak update efaktur  kok gbsa save pdf ya,"['min', 'smenjak', 'update', 'efaktur', '40', 'kok', 'gbsa', 'save', 'pdf', 'ya']",-27,negative
"Min sy regist npwp kok tulisan data gagal disimpan, berkali2 tetep, disuruh hub administrator, gmn ya cara hub administrator nya???",instagram,min sy regist npwp kok tulisan data gagal disimpan berkali tetep disuruh hub administrator gmn ya cara hub administrator nya,"['min', 'saya', 'regist', 'npwp', 'kok', 'tulisan', 'data', 'gagal', 'disimpan', 'berkali2', 'tetap', 'disuruh', 'hubungan', 'administrator', 'bagaimana', 'ya', 'cara', 'hubungan', 'administrator', 'ya']",-44,negative
"Buset, itu yg isi joki smw...  penyuluhannya aja kek",instagram,buset itu yg isi joki smw  penyuluhannya aja kek,"['buset', 'itu', 'yang', 'isi', 'joki', 'semua', 'penyuluhannya', 'saja', 'kayak']",-21,negative
ini knp ya mau bikin npwp online udh login tp gk bisa masuk giliran dicoba ulang gk bisa karena email sudah terpakai,instagram,ini knp ya mau bikin npwp online udh login tp gk bisa masuk giliran dicoba ulang gk bisa karena email sudah terpakai,"['ini', 'kenapa', 'ya', 'mau', 'bikin', 'npwp', 'online', 'sudah', 'login', 'tapi', 'tidak', 'bisa', 'masuk', 'giliran', 'dicoba', 'ulang', 'tidak', 'bisa', 'karena', 'email', 'sudah', 'terpakai']",-101,negative
Pagi ini down EBupot PPh 21/26 padahal hari ini terakhir lapor,instagram,pagi ini down ebupot pph  padahal hari ini terakhir lapor,"['pagi', 'ini', 'down', 'ebupot', 'pph', '2126', 'padahal', 'hari', 'ini', 'terakhir', 'lapor']",-21,negative
"Kerja yang bener apa, bikin npwp aja kode otp nya dipersulit. Pulsa udah kepotong tapi ga dikirim²?? Kebanyakan korupnya",instagram,kerja yang bener apa bikin npwp aja kode otp nya dipersulit pulsa udah kepotong tapi ga dikirim kebanyakan korupnya,"['kerja', 'yang', 'benar', 'apa', 'bikin', 'npwp', 'saja', 'kode', 'otp', 'ya', 'dipersulit', 'pulsa', 'sudah', 'kepotong', 'tapi', 'tidak', 'dikirim', 'kebanyakan', 'korupnya']",-83,negative
"Hallo min, bisakah NPWP non efektif di ubah menjadi efektif? Bagaimana caranya? Bisakah online?",instagram,hallo min bisakah npwp non efektif di ubah menjadi efektif bagaimana caranya bisakah online,"['halo', 'min', 'bisakah', 'npwp', 'non', 'efektif', 'di', 'ubah', 'menjadi', 'efektif', 'bagaimana', 'caranya', 'bisakah', 'online']",-16,negative
Error 500 knp ya data tidak kesimpan?,instagram,error  knp ya data tidak kesimpan,"['error', '500', 'kenapa', 'ya', 'data', 'tidak', 'kesimpan']",-39,negative
"Halo min, mau tanya, kenapa say gak bisa login ke akun djponline saya ya?",instagram,halo min mau tanya kenapa say gak bisa login ke akun djponline saya ya,"['halo', 'min', 'mau', 'tanya', 'kenapa', 'sayang', 'tidak', 'bisa', 'login', 'ke', 'akun', 'djponline', 'saya', 'ya']",-44,negative
Kok Error CoreTaxnya ?,instagram,kok error coretaxnya,"['kok', 'error', 'coretaxnya']",-18,negative
"coretax lancar malem hari, disuruh kerja malem wp nya? sedangkan pegawai kpp nya liburan",instagram,coretax lancar malem hari disuruh kerja malem wp nya sedangkan pegawai kpp nya liburan,"['coretax', 'lancar', 'malam', 'hari', 'disuruh', 'kerja', 'malam', 'wp', 'ya', 'sedangkan', 'pegawai', 'kpp', 'ya', 'liburan']",-16,negative
